requirement_id,standard,paragraph_id,paragraph_ref,source_pdf,source_pages,report_section,topic,mandatory_status,banking_relevance,evidence_tags,subclause_markers,requirement_label,paragraph_text
IFRS_S1.E4,IFRS S1,E4,IFRS S1 E4,gen_data\IFRS\ifrs_s1.pdf,45,General Requirements,Effective date and transition,conditional_or_relief_with_mandatory_conditions,general,[],"['(a)', '(b)', '(c)']","In the first annual reporting period in which an entity applies this Standard, the entity is permitted to report its sustainability-related financial disclosures after it publishes its related financial statements.","In the first annual reporting period in which an entity applies this Standard, the entity is permitted to report its sustainability-related financial disclosures after it publishes its related financial statements. In applying this transition relief, an entity shall report its sustainability-related financial disclosures: (a) at the same time as its next second-quarter or half-year interim general purpose financial report, if the entity is required to provide such an interim report; (b) at the same time as its next second-quarter or half-year interim general purpose financial report, but within nine months of the end of the annual reporting period in which the entity first applies this Standard, if the entity voluntarily provides such an interim report; or (c) within nine months of the end of the annual reporting period in which the entity first applies this Standard, if the entity is not required to and does not voluntarily provide an interim general purpose financial report."
IFRS_S1.E5,IFRS S1,E5,IFRS S1 E5,gen_data\IFRS\ifrs_s1.pdf,45,General Requirements,Effective date and transition,conditional_or_relief_with_mandatory_conditions,general,[],[],"In the first annual reporting period in which an entity applies this Standard, the entity is permitted to disclose information on only climate-related risks and opportunities (in accordance with IFRS S2) and consequently apply the requirements in this Standard only insofar as the...","In the first annual reporting period in which an entity applies this Standard, the entity is permitted to disclose information on only climate-related risks and opportunities (in accordance with IFRS S2) and consequently apply the requirements in this Standard only insofar as they relate to the disclosure of information on climate-related risks and opportunities. If an entity uses this transition relief, it shall disclose that fact."
IFRS_S1.E6,IFRS S1,E6,IFRS S1 E6,gen_data\IFRS\ifrs_s1.pdf,45-46,General Requirements,Effective date and transition,optional_or_relief,general,['comparatives'],"['(a)', '(b)']","If an entity uses the transition relief in paragraph E5: (a) in the first annual reporting period in which the entity applies this Standard, it is not required to disclose comparative information about its climate-related risks and opportunities (see paragraph E3); and (b) in the...","If an entity uses the transition relief in paragraph E5: (a) in the first annual reporting period in which the entity applies this Standard, it is not required to disclose comparative information about its climate-related risks and opportunities (see paragraph E3); and (b) in the second annual reporting period in which the entity applies this Standard, it is not required to disclose comparative information about its sustainability-related risks and opportunities, other than its climate-related risks and opportunities."
IFRS_S2.1,IFRS S2,1,IFRS S2 1,gen_data\IFRS\ifrs_s2.pdf,6,General Requirements,Climate objective and scope,objective,general,[],[],The objective of IFRS S2 Climate-related Disclosures is to require an entity to disclose information about its climate-related risks and opportunities that is useful to primary users of general purpose financial reports in making decisions relating to providing resources to the e...,The objective of IFRS S2 Climate-related Disclosures is to require an entity to disclose information about its climate-related risks and opportunities that is useful to primary users of general purpose financial reports in making decisions relating to providing resources to the entity.1
IFRS_S2.2,IFRS S2,2,IFRS S2 2,gen_data\IFRS\ifrs_s2.pdf,6,General Requirements,Climate objective and scope,mandatory,general,['financial_effects'],[],"This Standard requires an entity to disclose information about climate-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term.","This Standard requires an entity to disclose information about climate-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term. For the purposes of this Standard, these risks and opportunities are collectively referred to as ‘climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’."
IFRS_S2.3,IFRS S2,3,IFRS S2 3,gen_data\IFRS\ifrs_s2.pdf,6,General Requirements,Climate objective and scope,context_or_guidance,general,[],"['(a)', '(i)', '(ii)', '(b)']","This Standard applies to: (a) climate-related risks to which the entity is exposed, which are: (i) climate-related physical risks; and (ii) climate-related transition risks; and (b) climate-related opportunities available to the entity.","This Standard applies to: (a) climate-related risks to which the entity is exposed, which are: (i) climate-related physical risks; and (ii) climate-related transition risks; and (b) climate-related opportunities available to the entity."
IFRS_S2.4,IFRS S2,4,IFRS S2 4,gen_data\IFRS\ifrs_s2.pdf,6,General Requirements,Climate objective and scope,context_or_guidance,general,[],[],Climate-related risks and opportunities that could not reasonably be expected to affect an entity’s prospects are outside the scope of this Standard. Governance,Climate-related risks and opportunities that could not reasonably be expected to affect an entity’s prospects are outside the scope of this Standard. Governance
IFRS_S2.5,IFRS S2,5,IFRS S2 5,gen_data\IFRS\ifrs_s2.pdf,6,Governance,Climate-related governance,objective,general,['risk_process'],[],"The objective of climate-related financial disclosures on governance is to enable users of general purpose financial reports to understand the governance processes, controls and procedures an entity uses to monitor, manage and oversee climate-related risks and opportunities.","The objective of climate-related financial disclosures on governance is to enable users of general purpose financial reports to understand the governance processes, controls and procedures an entity uses to monitor, manage and oversee climate-related risks and opportunities."
IFRS_S2.6,IFRS S2,6,IFRS S2 6,gen_data\IFRS\ifrs_s2.pdf,6-7,Governance,Climate-related governance,mandatory,general,"['governance_body', 'management_role', 'metrics', 'remuneration', 'risk_process', 'skills_competencies', 'strategy', 'targets']","['(a)', '(i)', '(ii)', '(iii)', '(iv)', '(v)', '(b)', '(i)', '(ii)']","To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of climate-related risks and opportunities.","To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of climate-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: (i) how responsibilities for climate-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s); (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to climate-related risks and opportunities; (iii) how and how often the body(s) or individual(s) is informed about climate-related risks and opportunities; (iv) how the body(s) or individual(s) takes into account climate-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and (v) how the body(s) or individual(s) oversees the setting of targets related to climate-related risks and opportunities, and monitors progress towards those targets (see paragraphs 33–36), including whether and how related performance metrics are included in remuneration policies (see paragraph 29(g)). (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee climate-related risks and opportunities, including information about: (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of climate-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions."
IFRS_S2.7,IFRS S2,7,IFRS S2 7,gen_data\IFRS\ifrs_s2.pdf,7-8,Governance,Climate-related governance,mandatory,general,['strategy'],[],"In preparing disclosures to fulfil the requirements in paragraph 6, an entity shall avoid unnecessary duplication in accordance with IFRS S1 General Requirements for Disclosure of Sustainability-related Financial Information (IFRS S1) (see paragraph B42(b) of IFRS S1).","In preparing disclosures to fulfil the requirements in paragraph 6, an entity shall avoid unnecessary duplication in accordance with IFRS S1 General Requirements for Disclosure of Sustainability-related Financial Information (IFRS S1) (see paragraph B42(b) of IFRS S1). For example, although an entity shall provide the information required by paragraph 6, if oversight of sustainability-related risks and opportunities is managed on an integrated basis, the entity would avoid duplication by providing integrated governance disclosures instead of separate disclosures for each sustainability-related risk and opportunity. Strategy"
IFRS_S2.8,IFRS S2,8,IFRS S2 8,gen_data\IFRS\ifrs_s2.pdf,8,Strategy,Climate-related strategy and resilience,objective,general,['strategy'],[],The objective of climate-related financial disclosures on strategy is to enable users of general purpose financial reports to understand an entity’s strategy for managing climate-related risks and opportunities.,The objective of climate-related financial disclosures on strategy is to enable users of general purpose financial reports to understand an entity’s strategy for managing climate-related risks and opportunities.
IFRS_S2.9,IFRS S2,9,IFRS S2 9,gen_data\IFRS\ifrs_s2.pdf,8,Strategy,Climate-related strategy and resilience,mandatory,general,"['business_model', 'financial_effects', 'resilience', 'strategy', 'transition_plan', 'value_chain']","['(a)', '(b)', '(c)', '(d)', '(e)']","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand:","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10–12); (b) the current and anticipated effects of those climate-related risks and opportunities on the entity’s business model and value chain (see paragraph 13); (c) the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14); (d) the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15–21); and (e) the climate resilience of the entity’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities (see paragraph 22). Climate-related risks and opportunities"
IFRS_S2.10,IFRS S2,10,IFRS S2 10,gen_data\IFRS\ifrs_s2.pdf,8,Strategy,Climate-related strategy and resilience,mandatory,general,['strategy'],"['(a)', '(b)', '(c)', '(d)']","An entity shall disclose information that enables users of general purpose financial reports to understand the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Specifically, the entity shall:","An entity shall disclose information that enables users of general purpose financial reports to understand the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Specifically, the entity shall: (a) describe climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects; (b) explain, for each climate-related risk the entity has identified, whether the entity considers the risk to be a climate-related physical risk or climate-related transition risk; (c) specify, for each climate-related risk and opportunity the entity has identified, over which time horizons—short, medium or long term— the effects of each climate-related risk and opportunity could reasonably be expected to occur; and (d) explain how the entity defines ‘short term’, ‘medium term’ and ‘long term’ and how these definitions are linked to the planning horizons used by the entity for strategic decision-making."
IFRS_S2.11,IFRS S2,11,IFRS S2 11,gen_data\IFRS\ifrs_s2.pdf,9,Strategy,Climate-related strategy and resilience,mandatory,general,"['data_quality', 'risk_process']",[],"In identifying the climate-related risks and opportunities that could reasonably be expected to affect an entity’s prospects, the entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort, includ...","In identifying the climate-related risks and opportunities that could reasonably be expected to affect an entity’s prospects, the entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort, including information about past events, current conditions and forecasts of future conditions."
IFRS_S2.12,IFRS S2,12,IFRS S2 12,gen_data\IFRS\ifrs_s2.pdf,9,Strategy,Climate-related strategy and resilience,mandatory,general,"['business_model', 'risk_process', 'value_chain']",[],"In identifying the climate-related risks and opportunities that could reasonably be expected to affect an entity’s prospects, the entity shall refer to and consider the applicability of the industry-based disclosure topics defined in the Industry-based Guidance on Implementing IF...","In identifying the climate-related risks and opportunities that could reasonably be expected to affect an entity’s prospects, the entity shall refer to and consider the applicability of the industry-based disclosure topics defined in the Industry-based Guidance on Implementing IFRS S2. Business model and value chain"
IFRS_S2.13,IFRS S2,13,IFRS S2 13,gen_data\IFRS\ifrs_s2.pdf,9,Strategy,Climate-related strategy and resilience,mandatory,general,"['business_model', 'strategy', 'value_chain']","['(a)', '(b)']","An entity shall disclose information that enables users of general purpose financial reports to understand the current and anticipated effects of climate-related risks and opportunities on the entity’s business model and value chain. Specifically, the entity shall disclose:","An entity shall disclose information that enables users of general purpose financial reports to understand the current and anticipated effects of climate-related risks and opportunities on the entity’s business model and value chain. Specifically, the entity shall disclose: (a) a description of the current and anticipated effects of climate-related risks and opportunities on the entity’s business model and value chain; and (b) a description of where in the entity’s business model and value chain climate-related risks and opportunities are concentrated (for example, geographical areas, facilities and types of assets). Strategy and decision-making"
IFRS_S2.14,IFRS S2,14,IFRS S2 14,gen_data\IFRS\ifrs_s2.pdf,9-10,Strategy,Climate-related strategy and resilience,mandatory,general,"['business_model', 'financial_effects', 'ghg_emissions', 'methodology', 'strategy', 'targets', 'transition_plan']","['(a)', '(i)', '(ii)', '(iii)', '(iv)', '(v)', '(b)', '(c)']","An entity shall disclose information that enables users of general purpose financial reports to understand the effects of climate-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose:","An entity shall disclose information that enables users of general purpose financial reports to understand the effects of climate-related risks and opportunities on its strategy and decision-making. Specifically, the entity shall disclose: (a) information about how the entity has responded to, and plans to respond to, climate-related risks and opportunities in its strategy and decision-making, including how the entity plans to achieve any climate-related targets it has set and any targets it is required to meet by law or regulation. Specifically, the entity shall disclose information about: (i) current and anticipated changes to the entity’s business model, including its resource allocation, to address climate-related risks and opportunities (for example, these changes could include plans to manage or decommission carbon-, energy- or water-intensive operations; resource allocations resulting from demand or supply-chain changes; resource allocations arising from business development through capital expenditure or additional expenditure on research and development; and acquisitions or divestments); (ii) current and anticipated direct mitigation and adaptation efforts (for example, through changes in production processes or equipment, relocation of facilities, workforce adjustments, and changes in product specifications); (iii) current and anticipated indirect mitigation and adaptation efforts (for example, through working with customers and supply chains); (iv) any climate-related transition plan the entity has, including information about key assumptions used in developing its transition plan, and dependencies on which the entity’s transition plan relies; and (v) how the entity plans to achieve any climate-related targets, including any greenhouse gas emissions targets, described in accordance with paragraphs 33–36. (b) information about how the entity is resourcing, and plans to resource, the activities disclosed in accordance with paragraph 14(a). (c) quantitative and qualitative information about the progress of plans disclosed in previous reporting periods in accordance with paragraph 14(a). Financial position, financial performance and cash flows"
IFRS_S2.15,IFRS S2,15,IFRS S2 15,gen_data\IFRS\ifrs_s2.pdf,10,Strategy,Climate-related strategy and resilience,mandatory,general,['financial_effects'],"['(a)', '(b)']",An entity shall disclose information that enables users of general purpose financial reports to understand:,"An entity shall disclose information that enables users of general purpose financial reports to understand: (a) the effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects); and (b) the anticipated effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how climate-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects)."
IFRS_S2.16,IFRS S2,16,IFRS S2 16,gen_data\IFRS\ifrs_s2.pdf,10-11,Strategy,Climate-related strategy and resilience,mandatory,general,"['financial_effects', 'materiality', 'strategy']","['(a)', '(b)', '(c)', '(i)', '(ii)', '(d)']","Specifically, an entity shall disclose quantitative and qualitative information about:","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how climate-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the climate-related risks and opportunities identified in paragraph 16(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities (for example, increased revenue from products and services aligned with a lower-carbon economy; costs arising from physical damage to assets from climate events; and expenses associated with climate adaptation or mitigation)."
IFRS_S2.17,IFRS S2,17,IFRS S2 17,gen_data\IFRS\ifrs_s2.pdf,11,Strategy,Climate-related strategy and resilience,optional_or_relief,general,[],[],"In providing quantitative information, an entity may disclose a single amount or a range.","In providing quantitative information, an entity may disclose a single amount or a range."
IFRS_S2.18,IFRS S2,18,IFRS S2 18,gen_data\IFRS\ifrs_s2.pdf,11,Strategy,Climate-related strategy and resilience,mandatory,general,"['data_quality', 'skills_competencies']","['(a)', '(b)']","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall:","In preparing disclosures about the anticipated financial effects of a climate-related risk or opportunity, an entity shall: (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort; and (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures."
IFRS_S2.19,IFRS S2,19,IFRS S2 19,gen_data\IFRS\ifrs_s2.pdf,11,Strategy,Climate-related strategy and resilience,optional_or_relief,general,[],"['(a)', '(b)']",An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that:,An entity need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity if the entity determines that: (a) those effects are not separately identifiable; or (b) the level of measurement uncertainty involved in estimating those effects is so high that the resulting quantitative information would not be useful.
IFRS_S2.20,IFRS S2,20,IFRS S2 20,gen_data\IFRS\ifrs_s2.pdf,11,Strategy,Climate-related strategy and resilience,optional_or_relief,general,['skills_competencies'],[],"In addition, an entity need not provide quantitative information about the anticipated financial effects of a climate-related risk or opportunity if the entity does not have the skills, capabilities or resources to provide that quantitative information.","In addition, an entity need not provide quantitative information about the anticipated financial effects of a climate-related risk or opportunity if the entity does not have the skills, capabilities or resources to provide that quantitative information."
IFRS_S2.21,IFRS S2,21,IFRS S2 21,gen_data\IFRS\ifrs_s2.pdf,11-12,Strategy,Climate-related strategy and resilience,conditional_or_relief_with_mandatory_conditions,general,"['resilience', 'risk_process']","['(a)', '(b)', '(c)']","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall:","If an entity determines that it need not provide quantitative information about the current or anticipated financial effects of a climate-related risk or opportunity applying the criteria set out in paragraphs 19–20, the entity shall: (a) explain why it has not provided quantitative information; (b) provide qualitative information about those financial effects, including identifying line items, totals and subtotals within the related financial statements that are likely to be affected, or have been affected, by that climate-related risk or opportunity; and (c) provide quantitative information about the combined financial effects of that climate-related risk or opportunity with other climate-related risks or opportunities and other factors unless the entity determines that quantitative information about the combined financial effects would not be useful. Climate resilience"
IFRS_S2.22,IFRS S2,22,IFRS S2 22,gen_data\IFRS\ifrs_s2.pdf,12-13,Strategy,Climate-related strategy and resilience,conditional_or_relief_with_mandatory_conditions,general,"['business_model', 'financed_emissions', 'methodology', 'resilience', 'risk_process', 'strategy']","['(a)', '(i)', '(ii)', '(iii)', '(1)', '(2)', '(3)', '(b)', '(i)', '(1)', '(2)', '(3)', '(4)', '(5)', '(6)', '(7)', '(ii)', '(1)', '(2)', '(3)', '(4)', '(5)', '(iii)']","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified clim...","An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities. The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18). In providing quantitative information, the entity may disclose a single amount or a range. Specifically, the entity shall disclose: (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: (i) the implications, if any, of the entity’s assessment for its strategy and business model, including how the entity would need to respond to the effects identified in the climate-related scenario analysis; (ii) the significant areas of uncertainty considered in the entity’s assessment of its climate resilience; (iii) the entity’s capacity to adjust or adapt its strategy and business model to climate change over the short, medium and long term, including; (1) the availability of, and flexibility in, the entity’s existing financial resources to respond to the effects identified in the climate-related scenario analysis, including to address climate-related risks and to take advantage of climate-related opportunities; (2) the entity’s ability to redeploy, repurpose, upgrade or decommission existing assets; and (3) the effect of the entity’s current and planned investments in climate-related mitigation, adaptation and opportunities for climate resilience; and (b) how and when the climate-related scenario analysis was carried out, including: (i) information about the inputs the entity used, including: (1) which climate-related scenarios the entity used for the analysis and the sources of those scenarios; (2) whether the analysis included a diverse range of climate-related scenarios; (3) whether the climate-related scenarios used for the analysis are associated with climate-related transition risks or climate-related physical risks; (4) whether the entity used, among its scenarios, a climate-related scenario aligned with the latest international agreement on climate change; (5) why the entity decided that its chosen climate-related scenarios are relevant to assessing its resilience to climate-related changes, developments or uncertainties; (6) the time horizons the entity used in the analysis; and (7) what scope of operations the entity used in the analysis (for example, the operating locations and business units used in the analysis); (ii) the key assumptions the entity made in the analysis, including assumptions about: (1) climate-related policies in the jurisdictions in which the entity operates; (2) macroeconomic trends; (3) national- or regional-level variables (for example, local weather patterns, demographics, land use, infrastructure and availability of natural resources); (4) energy usage and mix; and (5) developments in technology; and (iii) the reporting period in which the climate-related scenario analysis was carried out (see paragraph B18)."
IFRS_S2.23,IFRS S2,23,IFRS S2 23,gen_data\IFRS\ifrs_s2.pdf,13-14,Strategy,Climate-related strategy and resilience,mandatory,general,"['metrics', 'risk_process']",[],"In preparing disclosures to meet the requirements in paragraphs 13–22, an entity shall refer to and consider the applicability of cross-industry metric categories, as described in paragraph 29, and industry-based metrics associated with disclosure topics defined in the Industry-b...","In preparing disclosures to meet the requirements in paragraphs 13–22, an entity shall refer to and consider the applicability of cross-industry metric categories, as described in paragraph 29, and industry-based metrics associated with disclosure topics defined in the Industry-based Guidance on Implementing IFRS S2 as described in paragraph 32. Risk management"
IFRS_S2.24,IFRS S2,24,IFRS S2 24,gen_data\IFRS\ifrs_s2.pdf,14,Risk Management,Climate-related risk management,objective,general,['risk_process'],[],"The objective of climate-related financial disclosures on risk management is to enable users of general purpose financial reports to understand an entity’s processes to identify, assess, prioritise and monitor climate-related risks and opportunities, including whether and how tho...","The objective of climate-related financial disclosures on risk management is to enable users of general purpose financial reports to understand an entity’s processes to identify, assess, prioritise and monitor climate-related risks and opportunities, including whether and how those processes are integrated into and inform the entity’s overall risk management process."
IFRS_S2.25,IFRS S2,25,IFRS S2 25,gen_data\IFRS\ifrs_s2.pdf,14,Risk Management,Climate-related risk management,mandatory,general,"['methodology', 'resilience', 'risk_process']","['(a)', '(i)', '(ii)', '(iii)', '(iv)', '(v)', '(vi)', '(b)', '(c)']","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor climate-related risks, including information about: (i) the inputs and parameters the entity uses (for example...","To achieve this objective, an entity shall disclose information about: (a) the processes and related policies the entity uses to identify, assess, prioritise and monitor climate-related risks, including information about: (i) the inputs and parameters the entity uses (for example, information about data sources and the scope of operations covered in the processes); (ii) whether and how the entity uses climate-related scenario analysis to inform its identification of climate-related risks; (iii) how the entity assesses the nature, likelihood and magnitude of the effects of those risks (for example, whether the entity considers qualitative factors, quantitative thresholds or other criteria); (iv) whether and how the entity prioritises climate-related risks relative to other types of risk; (v) how the entity monitors climate-related risks; and (vi) whether and how the entity has changed the processes it uses compared with the previous reporting period; (b) the processes the entity uses to identify, assess, prioritise and monitor climate-related opportunities, including information about whether and how the entity uses climate-related scenario analysis to inform its identification of climate-related opportunities; and (c) the extent to which, and how, the processes for identifying, assessing, prioritising and monitoring climate-related risks and opportunities are integrated into and inform the entity’s overall risk management process."
IFRS_S2.26,IFRS S2,26,IFRS S2 26,gen_data\IFRS\ifrs_s2.pdf,14-15,Risk Management,Climate-related risk management,mandatory,general,"['metrics', 'risk_process', 'targets']",[],"In preparing disclosures to fulfil the requirements in paragraph 25, an entity shall avoid unnecessary duplication in accordance with IFRS S1 (see paragraph B42(b) of IFRS S1).","In preparing disclosures to fulfil the requirements in paragraph 25, an entity shall avoid unnecessary duplication in accordance with IFRS S1 (see paragraph B42(b) of IFRS S1). For example, although an entity shall provide the information required by paragraph 25, if oversight of sustainability-related risks and opportunities is managed on an integrated basis, the entity would avoid duplication by providing integrated risk management disclosures instead of separate disclosures for each sustainability-related risk and opportunity. Metrics and targets"
IFRS_S2.27,IFRS S2,27,IFRS S2 27,gen_data\IFRS\ifrs_s2.pdf,15,Metrics and Targets,Climate-related metrics and targets,mandatory,general,"['metrics', 'targets']",[],"The objective of climate-related financial disclosures on metrics and targets is to enable users of general purpose financial reports to understand an entity’s performance in relation to its climate-related risks and opportunities, including progress towards any climate-related t...","The objective of climate-related financial disclosures on metrics and targets is to enable users of general purpose financial reports to understand an entity’s performance in relation to its climate-related risks and opportunities, including progress towards any climate-related targets it has set, and any targets it is required to meet by law or regulation."
IFRS_S2.28,IFRS S2,28,IFRS S2 28,gen_data\IFRS\ifrs_s2.pdf,15,Metrics and Targets,Climate-related metrics and targets,mandatory,general,"['business_model', 'governance_body', 'metrics', 'targets']","['(a)', '(b)', '(c)']","To achieve this objective, an entity shall disclose: (a) information relevant to the cross-industry metric categories (see paragraphs 29–31); (b) industry-based metrics that are associated with particular business models, activities or other common features that characterise part...","To achieve this objective, an entity shall disclose: (a) information relevant to the cross-industry metric categories (see paragraphs 29–31); (b) industry-based metrics that are associated with particular business models, activities or other common features that characterise participation in an industry (see paragraph 32); and (c) targets set by the entity, and any targets it is required to meet by law or regulation, to mitigate or adapt to climate-related risks or take advantage of climate-related opportunities, including metrics used by the governance body or management to measure progress towards these targets (see paragraphs 33–37). Climate-related metrics"
